employees,volume,eps,profit,income,cash,liab,assets,cap,shares,ticker
49300,415753,1.88,6557000000,1815000000,1005000000,14940000000,21351000000,30592974848,236148000,PPG
5607,1979010,0.28,2750000000,521000000,3571000000,19500000000,33223000000,19678287872,735361984,PPL
18600,702414,1.53,7070900000,2083600000,2332000000,288198900000,304657200000,18541965312,261228000,PFG
101000,2151322,1.26,39144000000,17615000000,10288000000,72653000000,119307000000,362305847296,2397070080,PG
49077,704965,1.72,4681400000,4210000000,187100000,52900700000,71132300000,66783879168,584899968,PGR
2053,858331,0.49,3915208000,3322848000,556117000,20744010000,58486220000,116997693440,740000000,PLD
40916,541825,4.11,23960000000,9468000000,12888000000,874974000000,937582000000,44251439104,376000000,PRU
12684,702182,1.28,3010000000,-1089000000,818000000,34561000000,48999000000,33468522496,502078016,PEG
6331,137682,1.08,1436057000,391755000,326532000,2469092000,4507560000,12693969920,116952000,PTC
5800,242344,2.21,2578319000,1959639000,734599000,7957370000,17380908000,64763723776,175356992,PSA
6182,947242,1.28,3783112000,2509845000,1779088000,5863116000,13352631000,11189295104,248651008,PHM
20000,717973,-0.38,3776800000,-1193000000,1651400000,8566600000,13293500000,5628998144,69977600,PVH
8400,349833,2.74,1883566000,807380000,1397880000,2592045000,7221470000,13833754624,108432000,QRVO
43700,393296,0.83,1953259000,622901000,229097000,7738268000,12855189000,18424846336,142690000,PWR
45000,3352979,1.9,19304000000,10274000000,7116000000,31290000000,41240000000,174425800704,1127000064,QCOM
40000,711281,3.76,4243000000,2677000000,872000000,7049000000,13611000000,17052798976,119455000,DGX
12100,241586,0.38,2890700000,-74800000,2579000000,5283100000,7887500000,8267860992,46286000,RL
15000,178916,1.67,9254000000,1791000000,7201000000,53588000000,61891000000,22084700160,207602000,RJF
174000,1995161,0.9,12525000000,4931000000,7832000000,86705000000,161404000000,151352098816,1492329984,RTX
